,Unnamed: 0,claim_no,pmt_no,occurrence_period,occurrence_time,claim_size,notidel,setldel,payment_time,payment_period,payment_size,payment_inflated,payment_delay,noti_period,settle_period,development_period,is_settled,payment_size_cumulative,log1_paid_cumulative,train_ind,train_ind_time,cv_ind
22,23,5,2,1,0.619159240042791,119227.153292604,1.64003136724264,7.71951786730017,5.40029358065028,6,6896.32443960897,6896.32443960897,1.09782424566842,3,10,5,False,12767.08351084099,9.454703860304242,True,True,1
23,24,5,3,1,0.619159240042791,119227.153292604,1.64003136724264,7.71951786730017,7.50994899141629,8,4949.75739606812,4949.75739606812,2.10965541076601,3,10,7,False,17716.84090690911,9.782327371752814,True,True,3
26,27,6,1,1,0.62624534452334,25381.2015577064,0.601494730487608,6.16762868013517,2.35369183343966,3,2034.17701915687,2034.17701915687,1.12595175842871,2,8,2,False,2034.17701915687,7.618338081394192,True,True,3
27,28,6,2,1,0.62624534452334,25381.2015577064,0.601494730487608,6.16762868013517,3.9359167081789,4,2337.71994219486,2337.71994219486,1.58222487473924,2,8,3,False,4371.89696135173,8.383180988672876,True,True,4
28,29,6,3,1,0.62624534452334,25381.2015577064,0.601494730487608,6.16762868013517,4.79782342781504,5,2109.34237812069,2109.34237812069,0.861906719636137,2,8,4,False,6481.23933947242,8.776821306727392,True,True,0
29,30,6,4,1,0.62624534452334,25381.2015577064,0.601494730487608,6.16762868013517,6.32028232404551,7,17363.6278302828,17363.6278302828,1.52245889623047,2,8,6,False,23844.86716975522,10.079366197014037,True,True,2
31,32,7,1,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,5.61197597614649,6,8474.41452500798,8474.41452500798,3.63270296107836,2,29,5,False,8474.41452500798,9.044924842557888,True,True,1
32,33,7,2,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,6.90248316617919,7,7351.03222716726,7351.03222716726,1.2905071900327,2,29,6,False,15825.446752175241,9.66943766477205,True,True,2
33,34,7,3,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,8.61676790970115,9,7636.04768093088,7636.04768093088,1.71428474352196,2,29,8,False,23461.49443310612,10.063158443627016,True,True,4
34,35,7,4,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,11.6261277225817,12,7118.41477819836,7118.41477819836,3.00935981288052,2,29,11,False,30579.909211304483,10.328131211261612,True,True,2
35,36,7,5,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,13.5390786983585,14,6970.25767906769,6970.25767906769,1.91295097577685,2,29,13,False,37550.16689037217,10.533459732351844,True,True,4
36,37,7,6,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,16.1256826021527,17,8455.74556780279,8455.74556780279,2.58660390379421,2,29,16,False,46005.912458174964,10.736546935011592,True,True,2
37,38,7,7,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,18.5748910719519,19,8231.49058699723,8231.49058699723,2.44920846979913,2,29,18,False,54237.40304517219,10.901144479798322,True,True,4
38,39,7,8,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,21.0803253806813,22,7461.35538018793,7461.35538018793,2.50543430872941,2,29,21,False,61698.75842536012,11.030035294575606,True,True,2
39,40,7,9,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,24.3134324645633,25,6856.77873206652,6856.77873206652,3.23310708388202,2,29,24,False,68555.53715742665,11.135414043790517,True,True,0
40,41,7,10,1,0.217157698236406,737645.049017927,1.76211531683172,26.1225690365517,27.109358960499,28,594678.650084084,594678.650084084,2.7959264959357,2,29,27,False,663234.1872415107,13.404884938153167,True,True,3
42,43,8,1,1,0.216567310970277,914.999385317056,1.29250871550866,0.733098683325989,1.93535524107197,2,481.436603538724,481.436603538724,0.426279214593037,2,3,1,False,481.436603538724,6.178849520516817,True,True,2
44,45,9,1,1,0.388945028651506,252648.34712316,0.658692529245738,12.9729600599546,3.74243599682921,4,11421.6065636056,11421.6065636056,2.69479843893196,2,15,3,False,11421.6065636056,9.343349702665575,True,True,4
45,46,9,2,1,0.388945028651506,252648.34712316,0.658692529245738,12.9729600599546,6.30886772238217,7,12343.8045842925,12343.8045842925,2.56643172555296,2,15,6,False,23765.4111478981,10.07602856653615,True,True,2
46,47,9,3,1,0.388945028651506,252648.34712316,0.658692529245738,12.9729600599546,9.75550635609618,10,11466.1268467372,11466.1268467372,3.44663863371401,2,15,9,False,35231.5379946353,10.469725309462454,True,True,0
47,48,9,4,1,0.388945028651506,252648.34712316,0.658692529245738,12.9729600599546,12.9580837811489,13,193980.840151243,193980.840151243,3.20257742505272,2,15,12,False,229212.3781458783,12.34240863099314,True,True,3
49,50,10,1,1,0.942455691983923,129154.978521579,0.818451295146212,9.95860043402748,5.77622272407604,6,9655.04604305504,9655.04604305504,4.01531573694591,2,12,5,False,9655.04604305504,9.17533953110227,False,True,1
50,51,10,2,1,0.942455691983923,129154.978521579,0.818451295146212,9.95860043402748,7.73611183028093,8,8603.39487233503,8603.39487233503,1.95988910620489,2,12,7,False,18258.44091539007,9.812437535684056,False,True,3
51,52,10,3,1,0.942455691983923,129154.978521579,0.818451295146212,9.95860043402748,10.6188296750387,11,95866.4252507806,95866.4252507806,2.88271784475778,2,12,10,False,114124.86616617066,11.645057207495375,False,True,1
53,54,11,1,1,0.962608013767749,80201.2921797119,0.484624540797711,12.0919600265673,5.31224157341696,6,8552.58556343582,8552.58556343582,3.8650090188515,2,14,5,False,8552.58556343582,9.05410583816678,False,True,1
54,55,11,2,1,0.962608013767749,80201.2921797119,0.484624540797711,12.0919600265673,9.52803261427373,10,12134.7250048434,12134.7250048434,4.21579104085677,2,14,9,False,20687.31056827922,9.937324112900082,False,True,0
55,56,11,3,1,0.962608013767749,80201.2921797119,0.484624540797711,12.0919600265673,12.4663539908359,13,52361.8120430181,52361.8120430181,2.93832137656217,2,14,12,False,73049.12261129732,11.198901095634621,False,True,3
57,58,12,1,1,0.73985527921468,26472.0412955559,2.57833700124284,7.60829610464943,6.41237691478748,7,2000.76717499017,2000.76717499017,3.09418463432996,4,11,6,False,2000.76717499017,7.601785656903531,False,True,2
58,59,12,2,1,0.73985527921468,26472.0412955559,2.57833700124284,7.60829610464943,7.67835888685463,8,1504.45102016669,1504.45102016669,1.26598197206715,4,11,7,False,3505.21819515686,8.162293298329862,False,True,3
59,60,12,3,1,0.73985527921468,26472.0412955559,2.57833700124284,7.60829610464943,9.18064137231914,10,21623.9621730754,21623.9621730754,1.50228248546451,4,11,9,False,25129.18036823226,10.131824807918656,False,True,0
61,62,13,1,1,0.73324590572156,50371.9606114675,0.660474092688722,12.594858146843,5.26261344314293,6,4107.51806514712,4107.51806514712,3.86889344473265,2,14,5,False,4107.51806514712,8.320817674379251,False,True,1
62,63,13,2,1,0.73324590572156,50371.9606114675,0.660474092688722,12.594858146843,9.77971469504254,10,4192.02716040266,4192.02716040266,4.51710125189961,2,14,9,False,8299.54522554978,9.024076481452482,False,True,0
63,64,13,3,1,0.73324590572156,50371.9606114675,0.660474092688722,12.594858146843,12.915740869396,13,37722.3708918678,37722.3708918678,3.13602617435349,2,14,12,False,46021.91611741758,10.736894727888133,False,True,3
65,66,14,1,1,0.535761289997026,738599.555164381,1.0045493614206,8.91792583976114,4.64996241009396,5,31213.0812104205,31213.0812104205,3.10965175867633,2,11,4,False,31213.0812104205,10.348624592829765,True,True,0
66,67,14,2,1,0.535761289997026,738599.555164381,1.0045493614206,8.91792583976114,7.31052051095631,8,33934.5376570527,33934.5376570527,2.66055810086235,2,11,7,False,65147.6188674732,11.08442638305696,True,True,3
67,68,14,3,1,0.535761289997026,738599.555164381,1.0045493614206,8.91792583976114,9.67402442134173,10,627769.082620769,627769.082620769,2.36350391038542,2,11,9,False,692916.7014882423,13.44866651424866,True,True,0
69,70,15,1,1,0.0022729660850018,66231.2395823302,0.549055317955019,10.9737069833436,4.34276124128517,5,6636.21099300518,6636.21099300518,3.79143295724514,1,12,4,False,6636.21099300518,8.800447123058758,True,True,0
70,71,15,2,1,0.0022729660850018,66231.2395823302,0.549055317955019,10.9737069833436,6.70630799115457,7,5899.49478546588,5899.49478546588,2.36354674986941,1,12,6,False,12535.70577847106,9.436416082584365,True,True,2
71,72,15,3,1,0.0022729660850018,66231.2395823302,0.549055317955019,10.9737069833436,8.3164243677407,9,5619.14957172819,5619.14957172819,1.61011637658613,1,12,8,False,18154.85535019925,9.806748396492363,True,True,4
72,73,15,4,1,0.0022729660850018,66231.2395823302,0.549055317955019,10.9737069833436,10.2064028956807,11,41755.4136289906,41755.4136289906,1.88997852793996,1,12,10,False,59910.26897918985,11.00061989627895,True,True,1
74,75,16,1,1,0.608937452547252,40507.2135317702,0.349249725418678,11.2123069663973,5.44124587031249,6,5414.97292815423,5414.97292815423,4.48305869234656,1,13,5,False,5414.97292815423,8.5971078160852,True,True,1
75,76,16,2,1,0.608937452547252,40507.2135317702,0.349249725418678,11.2123069663973,8.73561797452848,9,5140.36893790511,5140.36893790511,3.29437210421598,1,13,8,False,10555.341866059342,9.264482083046067,True,True,4
76,77,16,3,1,0.608937452547252,40507.2135317702,0.349249725418678,11.2123069663973,11.0705516731778,12,26128.910014705,26128.910014705,2.33493369864932,1,13,11,False,36684.25188076434,10.510130097166893,True,True,2
78,79,17,1,1,0.836801559431478,15246.6829632207,1.7833730723775,6.52602917168386,4.65076721782638,5,1399.23871674682,1399.23871674682,2.03059258601741,3,10,4,False,1399.23871674682,7.244398013029852,True,True,0
79,80,17,2,1,0.836801559431478,15246.6829632207,1.7833730723775,6.52602917168386,6.26030861152262,7,1537.24502395638,1537.24502395638,1.60954139369623,3,10,6,False,2936.4837407032,7.9853086233573345,True,True,2
80,81,17,3,1,0.836801559431478,15246.6829632207,1.7833730723775,6.52602917168386,7.89757372993175,8,11250.7413422446,11250.7413422446,1.63726511840913,3,10,7,False,14187.2250829478,9.560167680085959,True,True,3
82,83,18,1,1,0.751522562699392,33040.5579465727,3.64303682498209,7.9461287114887,6.88970793605067,7,2425.69285834826,2425.69285834826,2.49514854836919,5,13,6,False,2425.69285834826,7.794284645739757,True,True,2
83,84,18,2,1,0.751522562699392,33040.5579465727,3.64303682498209,7.9461287114887,9.6827916627912,10,3016.33686948685,3016.33686948685,2.79308372674053,5,13,9,False,5442.02972783511,8.60209112008291,True,True,0
84,85,18,3,1,0.751522562699392,33040.5579465727,3.64303682498209,7.9461287114887,10.9211685851844,11,25356.9866584179,25356.9866584179,1.23837692239321,5,13,10,False,30799.01638625301,10.335270500982727,True,True,1
86,87,19,1,1,0.452731572557241,67613.4485671557,1.05549430783153,12.4466706186276,6.25550813991778,7,9995.64763021127,9995.64763021127,4.74728225952901,2,14,6,False,9995.64763021127,9.210005078792832,True,True,2
87,88,19,2,1,0.452731572557241,67613.4485671557,1.05549430783153,12.4466706186276,9.84613899847558,10,8473.43128226341,8473.43128226341,3.59063085855781,2,14,9,False,18469.07891247468,9.823907345651657,True,True,0
88,89,19,3,1,0.452731572557241,67613.4485671557,1.05549430783153,12.4466706186276,12.2614949457483,13,42796.7618767117,42796.7618767117,2.41535594727276,2,14,12,False,61265.84078918638,11.02299404227488,True,True,3
91,92,21,1,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,1.78113775103281,2,4339.79188508079,4339.79188508079,0.811938234039999,1,15,1,False,4339.79188508079,8.375812072450467,False,True,2
92,93,21,2,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,2.39772389657409,3,4267.41794620759,4267.41794620759,0.616586145541277,1,15,2,False,8607.209831288379,9.060471658415851,False,True,3
93,94,21,3,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,2.7140245102069,3,4273.87984599821,4273.87984599821,0.316300613632808,1,15,2,False,12881.089677286589,9.463593228523887,False,True,3
94,95,21,4,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,3.17159585657978,4,3254.35059448134,3254.35059448134,0.457571346372884,1,15,3,False,16135.44027176793,9.688835364324282,False,True,4
95,96,21,5,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,4.6397583300416,5,3749.03367430961,3749.03367430961,1.46816247346182,1,15,4,False,19884.473946077538,9.897744791709155,False,True,0
96,97,21,6,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,5.28662407997072,6,3919.57586877475,3919.57586877475,0.646865749929116,1,15,5,False,23804.04981485229,10.077653014247824,False,True,1
97,98,21,7,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,6.01616149185058,7,4140.04075294986,4140.04075294986,0.72953741187986,1,15,6,False,27944.09056780215,10.237996812629023,False,True,2
98,99,21,8,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,6.72238387142564,7,4225.81935924378,4225.81935924378,0.706222379575063,1,15,6,False,32169.90992704593,10.378817904789415,False,True,2
99,100,21,9,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,7.43697914847932,8,4692.09618911479,4692.09618911479,0.714595277053678,1,15,7,False,36862.00611616072,10.514963782867481,False,True,3
100,101,21,10,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,8.47039730132427,9,3896.73112563468,3896.73112563468,1.03341815284495,1,15,8,False,40758.7372417954,10.615450040843738,False,True,4
101,102,21,11,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,9.25472812007548,10,4135.26494301375,4135.26494301375,0.784330818751208,1,15,9,False,44894.00218480915,10.712081757619774,False,True,0
102,103,21,12,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,10.1037061672297,11,4075.013061447,4075.013061447,0.848978047154252,1,15,10,False,48969.01524625615,10.798963456035015,False,True,1
103,104,21,13,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,10.8617391309253,11,3561.98397406275,3561.98397406275,0.758032963695553,1,15,10,False,52530.9992203189,10.86917777186303,False,True,1
104,105,21,14,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,11.900431880837,12,4143.3683066169,4143.3683066169,1.03869274991168,1,15,11,False,56674.3675269358,10.94509496017051,False,True,2
105,106,21,15,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,12.5027147452538,13,4204.42752834381,4204.42752834381,0.602282864416799,1,15,12,False,60878.79505527961,11.016656626158015,False,True,3
106,107,21,16,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,13.1721528602321,14,3813.09641527727,3813.09641527727,0.669438114978346,1,15,13,False,64691.89147055688,11.07740660537345,False,True,4
107,108,21,17,1,0.53737669531256,361137.355594944,0.431822821680254,13.1945019363973,13.4438634418885,14,277673.547366972,277673.547366972,0.271710581656395,1,15,13,False,342365.4388375289,12.743636901031945,False,True,4
109,110,22,1,1,0.0013808435760438,90091.8386612712,1.20236821211053,15.7131686668132,3.10022788953916,4,3452.32387669135,3452.32387669135,1.89647883385259,2,17,3,False,3452.32387669135,8.147092488731774,False,True,4
110,111,22,2,1,0.0013808435760438,90091.8386612712,1.20236821211053,15.7131686668132,4.49081573589879,5,2848.06140487421,2848.06140487421,1.39058784635962,2,17,4,False,6300.38528156556,8.748524774171036,False,True,0
111,112,22,3,1,0.0013808435760438,90091.8386612712,1.20236821211053,15.7131686668132,6.29042194024066,7,3385.78443421938,3385.78443421938,1.79960620434188,2,17,6,False,9686.16971578494,9.178557579225936,False,True,2
112,113,22,4,1,0.0013808435760438,90091.8386612712,1.20236821211053,15.7131686668132,9.0849580592199,10,3466.59053863249,3466.59053863249,2.79453611897924,2,17,9,False,13152.76025441743,9.484462947636011,False,True,0
113,114,22,5,1,0.0013808435760438,90091.8386612712,1.20236821211053,15.7131686668132,11.9928613822849,12,2739.82448276235,2739.82448276235,2.907903323065,2,17,11,False,15892.584737179779,9.673670831141052,False,True,2
114,115,22,6,1,0.0013808435760438,90091.8386612712,1.20236821211053,15.7131686668132,14.9585684926868,15,3400.94522802799,3400.94522802799,2.96570711040188,2,17,14,False,19293.52996520777,9.86757691322969,False,True,0
115,116,22,7,1,0.0013808435760438,90091.8386612712,1.20236821211053,15.7131686668132,15.595983697603,16,62529.2192976626,62529.2192976626,0.637415204916248,2,17,15,False,81822.74926287038,11.31232281373921,False,True,1
117,118,23,1,1,0.355665953829885,517967.623719841,0.197696653681569,21.1674521834,2.22574873917259,3,5686.56429420686,5686.56429420686,1.67238613166113,1,22,2,False,5686.56429420686,8.646037367671243,False,True,3
118,119,23,2,1,0.355665953829885,517967.623719841,0.197696653681569,21.1674521834,3.37991470695677,4,5943.46958626596,5943.46958626596,1.15416596778418,1,22,3,False,11630.03388047282,9.361432139280614,False,True,4
119,120,23,3,1,0.355665953829885,517967.623719841,0.197696653681569,21.1674521834,5.60408079124546,6,4471.81033251329,4471.81033251329,2.22416608428869,1,22,5,False,16101.84421298611,9.686751194561841,False,True,1
120,121,23,4,1,0.355665953829885,517967.623719841,0.197696653681569,21.1674521834,7.17802358875278,8,6233.22941485244,6233.22941485244,1.57394279750732,1,22,7,False,22335.07362783855,10.01395830193196,False,True,3
121,122,23,5,1,0.355665953829885,517967.623719841,0.197696653681569,21.1674521834,8.94932092726619,9,6389.61588634268,6389.61588634268,1.77129733851341,1,22,8,False,28724.689514181227,10.265547106403844,False,True,4
122,123,23,6,1,0.355665953829885,517967.623719841,0.197696653681569,21.1674521834,10.4851797828793,11,5119.00311088936,5119.00311088936,1.53585885561315,1,22,10,False,33843.69262507059,10.429537475059854,False,True,1
123,124,23,7,1,0.355665953829885,517967.623719841,0.197696653681569,21.1674521834,12.6392914931268,13,6009.35532517427,6009.35532517427,2.15411171024745,1,22,12,False,39853.04795024486,10.592979258739415,False,True,3
124,125,23,8,1,0.355665953829885,517967.623719841,0.197696653681569,21.1674521834,13.5043906627022,14,5258.63247657605,5258.63247657605,0.865099169575385,1,22,13,False,45111.68042682091,10.716918648429239,False,True,4
125,126,23,9,1,0.355665953829885,517967.623719841,0.197696653681569,21.1674521834,15.1856874026302,16,6921.93070758334,6921.93070758334,1.68129673992798,1,22,15,False,52033.61113440425,10.85966437488951,False,True,1
126,127,23,10,1,0.355665953829885,517967.623719841,0.197696653681569,21.1674521834,16.1132066449736,17,6410.05553605843,6410.05553605843,0.927519242343466,1,22,16,False,58443.66667046268,10.975835716722719,False,True,2
127,128,23,11,1,0.355665953829885,517967.623719841,0.197696653681569,21.1674521834,18.0038906440066,19,5385.64172625763,5385.64172625763,1.89068399903293,1,22,18,False,63829.30839672031,11.063983409770945,False,True,4
128,129,23,12,1,0.355665953829885,517967.623719841,0.197696653681569,21.1674521834,19.8660367122172,20,6052.17021769402,6052.17021769402,1.86214606821062,1,22,19,False,69881.47861441433,11.154570233201309,False,True,0
129,130,23,13,1,0.355665953829885,517967.623719841,0.197696653681569,21.1674521834,20.2861433892821,21,370559.946446008,370559.946446008,0.420106677064911,1,22,20,False,440441.42506042233,12.995535012207334,False,True,1
131,132,24,1,1,0.612133090151474,301689.328266948,0.829550579293856,18.3051141409826,3.11817929846187,4,5946.63828875497,5946.63828875497,1.67649562901654,2,20,3,False,5946.63828875497,8.690749493483928,True,True,4
132,133,24,2,1,0.612133090151474,301689.328266948,0.829550579293856,18.3051141409826,6.65012168295377,7,5583.08822097807,5583.08822097807,3.5319423844919,2,20,6,False,11529.72650973304,9.352770621662513,True,True,2
133,134,24,3,1,0.612133090151474,301689.328266948,0.829550579293856,18.3051141409826,9.05502970899681,10,5044.67918678812,5044.67918678812,2.40490802604304,2,20,9,False,16574.40569652116,9.715675291166054,True,True,0
134,135,24,4,1,0.612133090151474,301689.328266948,0.829550579293856,18.3051141409826,10.7689172888245,11,5599.59397711931,5599.59397711931,1.71388757982768,2,20,10,False,22173.999673640472,10.006720792460326,True,True,1
135,136,24,5,1,0.612133090151474,301689.328266948,0.829550579293856,18.3051141409826,12.7302717024099,13,5689.73274030006,5689.73274030006,1.96135441358545,2,20,12,False,27863.732413940532,10.235117097012635,True,True,3
136,137,24,6,1,0.612133090151474,301689.328266948,0.829550579293856,18.3051141409826,14.1558116386707,15,5978.10973510021,5978.10973510021,1.42553993626073,2,20,14,False,33841.84214904074,10.429482798049191,True,True,0
137,138,24,7,1,0.612133090151474,301689.328266948,0.829550579293856,18.3051141409826,15.5323720588152,16,6455.65028377495,6455.65028377495,1.37656042014449,2,20,15,False,40297.49243281569,10.604069338620059,True,True,1
138,139,24,8,1,0.612133090151474,301689.328266948,0.829550579293856,18.3051141409826,17.7195212618538,18,5974.42973624135,5974.42973624135,2.18714920303868,2,20,17,False,46271.92216905704,10.742312234630385,True,True,3
139,140,24,9,1,0.612133090151474,301689.328266948,0.829550579293856,18.3051141409826,18.8590157238315,19,227861.209310813,227861.209310813,1.13949446197768,2,20,18,False,274133.13147987006,12.521372796537452,True,True,4
141,142,25,1,1,0.828942130552605,490267.441768751,1.60714350290396,23.872302407135,5.8460323472908,6,14151.2256348244,14151.2256348244,3.40994671383424,3,27,5,False,14151.2256348244,9.557627179382985,True,True,1
142,143,25,2,1,0.828942130552605,490267.441768751,1.60714350290396,23.872302407135,9.77706602732034,10,12226.5753605276,12226.5753605276,3.93103368002955,3,27,9,False,26377.800995352,10.180315973962854,True,True,0
143,144,25,3,1,0.828942130552605,490267.441768751,1.60714350290396,23.872302407135,15.0646852780511,16,12628.8545960661,12628.8545960661,5.28761925073072,3,27,15,False,39006.6555914181,10.571513203063855,True,True,1
144,145,25,4,1,0.828942130552605,490267.441768751,1.60714350290396,23.872302407135,19.8944355814148,20,11805.5900080079,11805.5900080079,4.82975030336376,3,27,19,False,50812.245599426,10.835912339725951,True,True,0
145,146,25,5,1,0.828942130552605,490267.441768751,1.60714350290396,23.872302407135,24.5126859206879,25,384570.964563732,384570.964563732,4.6182503392731,3,27,24,False,435383.21016315796,12.983984161996734,True,True,0
149,150,27,1,1,0.410635125823319,179304.104070616,2.36550066177104,12.0837267401562,5.62209821598779,6,12580.1419151213,12580.1419151213,2.84596242839343,3,15,5,False,12580.1419151213,9.439954298402073,True,True,1
150,151,27,2,1,0.410635125823319,179304.104070616,2.36550066177104,12.0837267401562,7.61718998173437,8,14168.320992622,14168.320992622,1.99509176574659,3,15,7,False,26748.4629077433,10.194269673907378,True,True,3
151,152,27,3,1,0.410635125823319,179304.104070616,2.36550066177104,12.0837267401562,10.9625006334232,11,13440.574770058,13440.574770058,3.34531065168883,3,15,10,False,40189.0376778013,10.601374424934754,True,True,1
152,153,27,4,1,0.410635125823319,179304.104070616,2.36550066177104,12.0837267401562,13.9455756082126,14,127870.272184486,127870.272184486,2.98307497478942,3,15,13,False,168059.3098622873,12.0320781812404,True,True,4
154,155,28,1,1,0.573475898941979,42184.3106204543,1.70530556090175,6.47735294155002,4.731860208807,5,3643.99887766748,3643.99887766748,2.45307874896328,3,9,4,False,3643.99887766748,8.201111336532554,True,True,0
155,156,28,2,1,0.573475898941979,42184.3106204543,1.70530556090175,6.47735294155002,5.70031778246148,6,4643.49715963732,4643.49715963732,0.968457573654479,3,9,5,False,8287.4960373048,9.022623812769227,True,True,1
156,157,28,3,1,0.573475898941979,42184.3106204543,1.70530556090175,6.47735294155002,7.76805831655274,8,29670.823836678,29670.823836678,2.06774053409125,3,9,7,False,37958.3198739828,10.544270335650362,True,True,3
158,159,29,1,1,0.589678303571418,71820.7502830397,0.781116067116226,7.85363628235371,2.05691712266237,3,1142.97025605886,1142.97025605886,0.686122751974725,2,10,2,False,1142.97025605886,7.04226017165319,True,True,3
159,160,29,2,1,0.589678303571418,71820.7502830397,0.781116067116226,7.85363628235371,2.72739074914909,3,1116.88162921222,1116.88162921222,0.670473626486721,2,10,2,False,2259.8518852710804,7.7234969616275855,True,True,3
